3924,3924,3924,3924,3924,3924,3924,3924,3348,4753
4500,4500,4500,4500,4500,4500,4500,4500,4367,5113
3840,3840,3840,3840,3840,3840,3840,3840,3707,4312
1152,1152,1152,1152,1152,1152,1152,1152,1152,1152
2220,2220,2220,2220,2220,2277,2776,2776,2776,3646
1608,1608,1608,1608,1608,1608,1608,1608,1608,1643
8604,8604,8604,8604,8604,8604,8604,8604,7371,10629
0,36,148,104,104,104,104,0,0,328
972,972,972,972,972,972,972,768,420,1245
472,472,472,472,472,0,0,0,0,571
5784,5784,5784,5784,5784,5784,5784,5784,5784,6131
1140,1140,1140,1140,1140,1140,1140,1133,1096,1512
9216,9216,9216,9216,9216,9216,9216,9216,9216,10557
6576,6576,6576,6576,6576,6576,6576,6576,6576,6870
1440,1440,1440,1440,1440,1440,1440,1440,1397,1652
1212,1212,1212,1212,1212,1144,1144,1144,1001,1699
900,900,900,900,900,900,900,900,900,1114
624,624,624,624,624,624,624,704,704,823
360,360,360,360,360,506,506,650,650,799
216,216,216,216,480,480,480,480,480,628
408,408,408,408,408,408,429,429,441,733
708,708,708,708,708,708,708,708,708,776
5568,5568,5568,5568,5568,5568,5632,5632,0,8097
1068,1068,1068,1068,1068,1068,1068,1068,1068,1148
540,540,540,540,540,576,840,840,840,1076
2856,2856,2856,2856,2856,2856,2856,2840,2872,4108
1704,1704,1704,1704,2936,2936,2936,2936,1640,4014
1296,1296,1296,1296,1296,1296,1296,1320,1368,1907
2052,2052,2052,2052,2052,2052,2052,2052,2052,2085
6168,6168,6168,6168,6168,6168,6168,6168,6168,6445
5160,5160,5160,5160,5160,5160,5160,5160,4048,5901
6240,6240,6240,6240,6240,6240,6240,6240,6240,6373
912,912,912,912,912,912,912,912,880,1017
384,384,384,384,384,384,384,384,304,461
2256,2256,2256,2256,2256,2256,2256,2256,2256,2393
2436,2436,2436,2436,2436,2436,2436,2436,2232,3537
912,912,912,912,912,912,912,912,869,1066
972,972,972,972,972,846,1288,1288,1288,1665
3,0,0,0,0,0,0,0,0,3
12,656,656,707,752,724,724,0,0,2035
288,288,288,380,405,632,632,632,624,961
3120,3120,3120,3120,3120,3120,3069,2862,3136,4380
2064,2064,2064,2064,2064,2064,2064,2064,1648,2393
0,0,0,0,0,0,0,0,0,0
0,112,204,0,0,0,0,0,0,447
760,760,760,760,679,0,0,0,0,1760
5436,5436,5436,5436,5436,5436,5436,5032,5032,7290
160,160,160,160,160,160,160,160,160,167
2436,2436,2436,2436,2436,4184,4184,4184,4184,5067
996,996,996,996,1224,1224,1085,0,0,1740
2148,2148,2148,2148,2148,2148,2148,2148,2148,2172
2928,2928,2928,2928,2928,2928,2928,2528,2528,3613
8868,8868,8868,8868,8868,8868,8868,8868,8868,9239
2928,2928,2928,2928,2928,2928,2928,2915,2608,3735
2808,2808,2808,2808,2808,2808,2808,2808,2808,3211
3036,3036,3036,3036,3036,3036,3120,3120,3120,4174
506,506,506,840,840,1161,1161,1152,0,1881
4980,4980,4980,4980,4980,5928,5928,5928,5928,7833
4308,4308,4308,4308,4308,4308,4308,4308,4308,4332
1128,1128,1128,1128,1128,1128,1128,1128,1128,1177
0,0,0,0,0,0,0,0,0,0
1620,1620,1620,1620,1620,1620,1435,888,0,2348
4656,4656,4656,4656,4656,4656,4656,4480,4480,6189
1848,1848,1848,1848,1848,1848,1848,1848,1848,1848
10428,10428,10428,10428,10428,10428,10428,10428,10428,10989
3252,3252,3252,3252,3252,3252,3252,3252,2800,3937
1920,1920,1920,1920,1920,1920,1920,1903,1720,2406
3792,3792,3792,3792,3792,3792,3792,3792,3792,4007
4500,4500,4500,12424,12424,12424,12424,12424,0,15172
7500,7500,7500,7500,7500,7500,7500,7500,6370,8159
5388,5388,5388,5388,5388,5388,5388,5388,5388,6044
2604,2604,2604,2604,2604,2604,2604,2604,2604,2612
0,88,88,88,150,175,180,0,0,291
4320,4320,4320,4320,4320,4320,4320,4070,4048,5659
4908,4908,4908,4908,4908,4908,4908,4592,4592,6422
1836,1836,1836,1836,1836,1836,1836,1836,1480,2118
3660,3660,3660,3660,3660,3660,3660,3660,2984,4240
924,924,924,924,924,957,1160,1160,1160,1512
5976,5976,5976,5976,5976,5976,6584,6584,6584,8738
15696,15696,15696,15696,15696,23488,23488,23488,23488,29634
6516,6516,6516,6516,6516,6516,6516,6516,6516,7072
4572,4572,4572,4572,4572,4572,4572,4030,4192,5914
2328,2328,2328,2328,2328,2328,2328,2328,2328,2424
63,63,0,0,0,0,0,0,0,63
3048,3048,3048,3048,3048,3616,3616,1976,0,5288
1464,1464,1464,1464,1464,1464,1464,1310,1029,1750
4896,4896,4896,4896,4896,4896,4896,4140,4232,6168
5340,5340,5340,5340,5340,7072,7072,7072,7072,9258
328,328,328,328,328,306,320,243,0,545
1392,1392,1392,1392,1392,1392,1392,1392,540,1569
1272,1272,1272,1272,1272,1272,1210,1232,1232,1676
2844,2844,2844,2844,2844,2844,2844,2844,2844,2937
0,24,22,0,0,0,0,0,0,56
0,0,0,0,0,0,0,0,0,0
336,336,336,336,363,824,824,824,824,1033
744,744,744,744,744,744,1001,1001,950,1286
216,216,407,407,440,1072,1072,1072,1072,1280
540,540,540,540,540,540,536,536,536,740
20760,20760,20760,20760,20760,20760,20760,20760,20760,21594
5892,5892,5892,5892,5892,5892,5892,5892,5863,6932
2712,2712,2712,2712,2712,2712,2712,2805,2650,3518
8196,8196,8196,8196,8196,8196,8196,7512,7512,10388
12636,12636,12636,12636,12636,12636,12636,12636,10128,14566
2184,2184,2184,2184,2184,2184,2184,2310,2136,3030
1212,1212,1212,1212,1212,1212,1212,1212,1212,1313
912,912,912,912,912,912,912,900,888,1267
180,968,968,968,968,968,968,968,0,1324
636,636,636,636,636,636,648,648,0,872
44,120,60,60,60,0,0,0,0,166
1884,1884,1884,1884,1884,1884,1884,1884,1884,1975
11424,11424,11424,11424,11424,11424,11424,11424,11424,12282
1536,1536,1536,1536,1536,1536,1536,1536,1536,1563
3720,3720,3720,3720,3720,3720,3720,3720,3720,3720
540,540,540,540,540,540,540,540,561,692
6756,6756,6756,6756,6756,6756,6756,6756,6756,7107
1476,1476,1476,1476,1476,1476,1476,1476,1476,1714
5472,5472,5472,5472,5472,5472,5472,5472,4960,6728
1692,1692,1692,1692,1692,1692,1692,1692,1692,1756
2112,2112,2112,2112,2112,2112,2112,2112,1848,2572
1356,1356,6184,6184,6184,6184,6184,1786,0,7648
1404,1404,1404,1404,1404,1404,1404,1404,1404,1477
11208,11208,11208,11208,11208,11208,9590,9600,0,13841
1440,1440,1440,1440,1440,1440,1440,1430,1336,1852
16584,16584,16584,16584,16584,16584,16584,16584,12771,18280
2892,2892,2892,2892,2892,2892,2892,2892,2892,3054
5952,5952,5952,5952,5952,5952,5952,5952,5952,6486
5436,5436,5436,5436,5436,5436,5436,5436,5401,6111
4632,4632,4632,4632,4632,4632,4632,4632,4477,5272
5616,5616,5616,5616,5616,5616,5434,5512,5512,7600
2748,2748,2748,2748,2748,2748,2748,2748,2748,2993
2748,2748,2748,2748,2748,2748,2748,2748,2748,2840
10428,10428,10428,10428,10428,10428,10428,10428,9224,13062
2400,2400,2400,2400,2400,2400,2400,2400,2400,2540
3960,3960,3960,3960,3960,3960,3960,3960,3078,4387
3048,3048,3048,3048,3048,3048,3048,3048,3048,3081
8292,8292,8292,8292,8292,8292,8292,8292,8292,8764
1524,1524,1524,1524,1524,1524,1524,1524,1524,1548
14364,14364,14364,14364,14364,14364,14364,14364,14364,15052
2100,2100,2100,2100,2100,2100,2100,2100,2100,2238
3456,3456,3456,3456,3456,3456,3456,3128,3128,4774
15120,15120,15120,15120,15120,15120,15120,15120,15120,15483
1872,1872,1872,1872,1872,1872,1872,1872,1872,1904
16092,16092,16092,16092,16092,16092,16092,16092,15389,18930
12960,12960,12960,12960,12960,12960,12960,12960,10520,15310
7908,7908,7908,7908,7908,7908,7908,7908,7160,9473
1320,1320,1320,1320,1320,1320,1320,1320,1320,1405
8136,8136,8136,8136,8136,8136,8136,7700,7008,10123
2964,2964,2964,2964,2964,2964,2964,2964,2964,3271
5940,5940,5940,5940,5940,8176,8176,8176,8176,10824
3900,3900,3900,3900,3900,3900,3900,3900,3900,4222
1884,1884,1884,1884,1884,1884,1884,1884,1884,2021
8280,8280,8280,8280,8280,8280,8280,8280,8280,8436
5904,5904,5904,5904,5904,5904,5904,5904,4984,7126
7524,7524,7524,7524,7524,6880,9608,9608,9608,12509
1356,1356,1356,1356,1356,1356,1356,1356,1356,1487
1620,1620,1620,1620,1620,1620,1620,1628,1755,2423
2460,2460,2460,2460,2460,2460,2460,2460,2460,2722
8808,8808,8808,8808,8808,8808,8808,8808,8808,9876
240,252,0,0,0,0,0,0,0,350
4524,4524,4524,4524,4524,4524,4524,4520,4520,6587
1656,1656,1656,1656,1656,1656,1656,1400,1408,1973
2196,2196,2196,2196,2196,2196,2196,2196,2277,2512
8928,8928,8928,8928,8928,8928,8928,8928,8928,9694
3888,3888,3888,3888,3888,3888,3888,3123,3288,4746
1080,1080,1080,1080,1080,1080,1080,1080,1080,1207
4140,4140,4140,4140,4140,4140,4140,4140,0,5579
2832,2832,2832,2832,2832,2832,2832,2832,2832,2903
1644,1644,1644,1644,1644,1644,1644,1620,1592,2264
7380,7380,7380,7380,7380,7380,7380,7112,7112,9756
1512,1512,1512,1512,1512,1848,1848,1855,0,2907
5580,5580,5580,5580,5580,5580,5580,5580,4256,6575
756,756,756,756,756,756,756,664,664,924
5088,5088,5088,5088,5088,5088,5088,5088,4416,6244
5124,5124,5124,5124,5124,5124,5124,5124,3987,5665
1704,1704,1704,1704,1704,1704,1704,1704,1704,1734
5160,5160,5160,5160,5160,5160,5160,5160,5160,5301
4452,4452,4452,4452,4452,4452,4452,4452,3840,5453
14292,14292,14292,14292,14292,14292,14292,14292,13574,16414
2556,2556,2556,2556,2556,2556,2556,2387,2176,3070
13488,13488,13488,13488,13488,13488,13488,13488,13488,14162
3804,3804,3804,3804,3804,3804,3804,3804,3200,4580
2448,2448,2448,2448,2448,2448,2448,2448,2448,2500
912,912,912,912,912,912,912,913,816,1159
9060,9060,9060,9060,9060,9060,9060,9060,9060,9166
3360,3360,3360,3360,3360,3360,3360,3360,2352,3553
648,648,648,648,648,648,648,648,648,717
3552,3552,3552,3552,3552,3552,3552,3552,3552,3804
5148,5148,5148,5148,7936,7936,7936,7936,0,10144
0,8,0,0,0,0,0,0,0,11
256,256,256,256,256,0,0,0,0,379
2088,2088,2088,2088,2088,2088,2088,2088,2088,2147
87,87,112,0,0,0,0,0,0,170
984,984,984,984,984,984,984,984,984,1047
3588,3588,3588,3588,3588,3588,3588,3588,3588,4041
1416,1416,1416,1416,1416,1416,1480,1480,1480,1972
0,816,816,816,816,816,816,816,816,902
45,45,448,448,448,448,448,448,448,488
1356,1356,1356,1356,1356,1904,1904,1904,1904,2392
1992,1992,1992,1992,1992,1992,1992,1688,1688,2374
6396,6396,6396,6396,6396,6396,6396,6396,6396,6425
12684,12684,12684,12684,12684,12684,12684,12684,12684,13167
3732,3732,3732,3732,3732,3732,3704,3704,3704,4990
2304,2304,2304,2304,2304,2304,2304,2304,1960,2883
1992,1992,1992,1992,1992,1992,1791,2400,2400,3205
276,276,1072,1072,1072,1072,1072,1072,1072,1216
3,0,0,0,0,0,0,0,0,5
2172,2172,2172,2172,2172,2172,2172,2057,1554,2613
6360,6360,6360,6360,6360,6360,6360,6360,5410,7030
2604,2604,2604,2604,2604,2604,2604,2604,2604,2679
12828,12828,12828,12828,12828,12828,12828,12828,10832,15362
9552,9552,9552,9552,9552,9552,9552,9552,9552,9552
876,876,876,876,876,876,876,870,880,1245
1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
1488,1488,1488,1488,1488,1488,1488,1488,1488,1568
1116,1116,1116,1116,1116,1116,1518,1518,1518,1697
1692,1692,1692,1692,1692,1692,1692,1692,1694,2030
972,972,972,972,972,972,972,972,404,1147
4200,4200,4200,4200,4200,4200,4200,4200,3416,4932
4440,4440,4440,4440,4440,4440,4440,4440,4440,5107
15756,15756,15756,15756,15756,15756,15756,15756,15756,17179
336,336,336,336,336,330,544,544,544,702
2940,2940,2940,2940,2940,2940,2940,2940,2940,3323
2268,2268,2268,2268,2268,2268,2268,2268,2268,2395
2460,2460,2460,2460,2460,2460,2460,2460,2343,2842
1860,1860,1860,1860,1860,1860,1860,1860,1914,2250
2436,2436,2436,2436,2436,2436,2464,2464,2464,3383
1920,1920,1920,1920,1920,1920,1920,1770,1776,2511
5028,5028,5028,5028,5028,5028,5028,5028,5028,5403
1920,1920,1920,1920,1920,1920,1920,1664,1664,2304
1740,1740,1740,1740,1740,1740,1740,1740,1352,2026
1812,1812,1812,1812,1812,1812,1431,1784,1784,2431
1644,1644,1644,1644,1644,1644,1644,1644,1264,1812
1752,1752,1752,1752,1752,1752,1752,1694,1504,2123
3588,3588,3588,3588,3588,3588,2970,3728,3728,5063
3864,3864,3864,3864,3864,5208,5208,5208,5208,6818
4320,4320,4320,4320,4320,4320,4320,4048,4048,5580
3072,3072,3072,3072,3072,3072,3072,3072,3072,3348
1752,1752,1752,1752,1752,1752,1752,1752,1752,1752
5592,5592,5592,5592,5592,5592,5592,5592,5592,6134
12324,12324,12324,12324,12324,12324,12324,11568,11568,15892
16272,16272,16272,16272,16272,16272,16272,16272,16272,17578
6300,6300,6300,6300,6300,6300,6300,5592,5592,7753
4476,4476,4476,4476,4476,4476,4476,4476,4180,5078
8004,8004,8004,8004,8004,8004,8004,8004,8004,8095
1704,1704,1704,1704,1704,1704,1704,1530,1728,2419
516,516,516,516,516,516,516,516,400,589
2796,2796,2796,2796,2796,2796,2796,2796,2796,3027
3828,3828,3828,3828,3828,3828,3828,3828,3828,3912
1116,1116,1116,1116,1116,1116,1116,1116,1116,1116
23340,23340,23340,23340,23340,23340,23340,23340,23340,24580
8004,8004,8004,8004,8004,8004,8004,8004,7140,9454
6540,6540,6540,6540,6540,6540,6540,6540,4928,7476
13800,13800,13800,13800,13800,13800,13800,13800,13800,14855
1404,1404,1404,1404,1404,1404,1404,1404,1404,1426
3588,3588,3588,3588,3588,3588,3588,3608,3480,4485
2544,2544,2544,2544,2544,2544,2544,2544,2544,2559
1776,1776,1776,1776,1776,1776,1776,1776,1576,2239
2520,2520,2520,2520,2520,2520,2520,2520,2520,2574
4356,4356,4356,4356,4356,4356,4356,4356,4356,4398
3156,3156,3156,3156,3156,3156,3156,3156,3156,3698
2784,2784,2784,2784,2784,2784,2784,2784,2784,3119
6840,6840,6840,6840,6840,6840,6840,6840,6840,7098
7380,7380,7380,7380,7380,7380,7380,6787,6440,9170
2232,2232,2232,2232,2232,2232,2232,2232,2232,2385
2376,2376,2376,2376,2376,2376,2376,2376,2376,2685
4980,4980,4980,4980,4980,4980,4980,4744,4744,6593
3492,3492,3492,3492,3492,3492,3492,3492,3056,4529
7212,7212,7212,7212,7212,7212,7212,7212,7212,7994
2964,2964,2964,2964,2964,2964,2964,3058,3168,4436
1980,1980,1980,1980,1980,1980,2061,2552,2552,3527
2364,2364,2364,2364,2364,2364,2364,2364,2364,2574
1008,1008,1008,1008,1008,1008,1072,1072,1072,1444
1416,1416,1416,1416,1416,1416,1416,1416,1072,1624
3372,3372,3372,3372,3372,3372,3372,3372,3372,3507
852,852,852,852,852,852,852,836,744,1047
7008,7008,7008,7008,7008,7008,7008,7008,7008,7265
3780,3780,3780,3780,3780,3780,3780,3780,3780,4066
13236,13236,13236,13236,13236,13236,13236,13236,13236,14299
3336,3336,3336,3336,3336,3336,3336,3336,3336,3516
2496,2496,2496,2496,2496,2496,2496,2496,2496,2874
1188,1188,1188,1188,1188,1188,1188,1166,1040,1470
6984,6984,6984,6984,6984,6984,6282,7848,7848,10675
1260,1260,1260,1260,1260,1260,1260,1260,952,1392
8124,8124,8124,8124,8124,8124,8124,8124,8124,8372
5424,5424,5424,5424,5424,5424,5424,5424,5424,5515
18468,18468,18468,18468,18468,18468,18468,18468,18468,20240
2976,2976,2976,2976,2976,2976,2976,2976,2976,3038
5868,5868,5868,5868,5868,5868,5868,5488,5488,7680
4452,4452,4452,4452,4452,4452,4452,4452,4024,5672
8856,8856,8856,8856,8856,8856,8856,8856,8856,9177
7776,7776,7776,7776,7776,7776,7776,7776,7776,7961
7848,7848,7848,7848,7848,7848,7848,7848,7848,7909
3264,3264,3264,3264,3264,3264,3264,3264,3264,3564
13320,13320,13320,13320,13320,13320,13320,13320,13320,14533
5172,5172,5172,5172,5172,5172,5172,5172,5172,5557
6492,6492,6492,6492,6492,6492,6492,6492,6492,6678
4596,4596,4596,4596,4596,4596,4596,4596,4596,4733
3012,3012,3012,3012,3012,3012,3012,3012,3036,3449
15600,15600,15600,15600,15600,15600,15600,15600,15600,16057
2004,2004,2004,2004,2004,2004,2004,2004,2004,2186
9828,9828,9828,9828,9828,9828,9828,9828,9828,11005
2916,2916,2916,2916,2916,2916,2916,2916,2916,2996
7680,7680,7680,7680,7680,7680,7680,7680,7680,8288
5316,5316,5316,5316,5316,5316,5316,5316,5316,5762
2880,2880,2880,2880,2880,2880,2880,2880,2880,2986
21096,21096,21096,21096,21096,21096,21096,21096,21096,22498
3648,3648,3648,3648,3648,3648,3350,3800,3800,5118
6408,6408,6408,6408,6408,6408,6408,6408,6408,6459
6804,6804,6804,6804,6804,6804,6804,6804,5592,8116
12192,12192,12192,12192,12192,12192,12192,12192,9944,14250
2112,2112,2112,2112,2112,2112,2112,2200,2200,2633
6192,6192,6192,6192,6192,6192,6192,6192,5819,6978
2856,2856,2856,2856,2856,2856,2856,2856,2856,3154
3852,3852,3852,3852,3852,3852,3852,3852,3213,4796
14820,14820,14820,14820,14820,14820,14820,14820,14820,15306
2052,2052,2052,2052,2052,2052,2052,2052,2052,2068
1644,1644,1644,1644,1644,1644,1644,1644,1644,1655
9396,9396,9396,9396,9396,9396,9396,9396,9396,9978
2016,2016,2016,2016,2016,2016,2016,2016,2016,2166
8196,8196,8196,8196,8196,8196,8196,8196,8196,8518
8,64,0,0,0,0,0,0,0,70
5592,5592,5592,5592,5592,5592,5592,5592,5592,5713
996,996,996,996,996,996,976,976,504,1352
2028,2028,2028,2028,2028,2028,2028,2028,2057,2302
6120,6120,6120,6120,6120,6120,6120,6120,6120,6553
10332,10332,10332,10332,10332,10332,10332,8397,9168,13074
1848,1848,1848,1848,1848,1848,1848,1848,1848,1933
1056,1056,1056,1056,1056,1056,1056,512,512,1255
1044,1044,1044,1044,1044,1044,1044,1044,1044,1063
3984,3984,3984,3984,3984,3984,3984,3984,3984,4737
9108,9108,9108,9108,9108,9108,9108,9108,8822,10339
4776,4776,4776,4776,4776,4776,4776,4776,4776,5360
8820,8820,8820,8820,8820,8820,8820,8820,8820,9405
2208,2208,2208,2208,2208,2208,2208,2208,2208,2438
2460,2460,2460,2460,2460,2460,2460,2460,2460,2511
15300,15300,15300,15300,15300,15300,15300,15300,15300,15388
2124,2124,2124,2124,2124,2124,2124,2124,2124,2300
6696,6696,6696,6696,6696,6696,6696,6696,6696,7262
2448,2448,2448,2448,2448,3256,3256,3256,3256,4351
1332,1332,1332,1332,1332,1332,1332,1332,1332,1362
1044,1044,1044,1044,1044,1044,1044,1044,1044,1044
4536,4536,4536,4536,4536,4536,4536,4536,4536,4544
13920,13920,13920,13920,13920,13920,13920,13167,12232,17279
648,648,648,648,648,648,648,770,770,883
9000,9000,9000,9000,9000,9000,9688,9688,9688,12957
3084,3084,3084,3084,3084,3084,3084,3084,3084,3447
3972,3972,3972,3972,3972,3972,3972,3972,3751,4840
1932,1932,1932,1932,1932,1932,1932,1932,1932,1940
14868,14868,14868,14868,14868,14868,14868,14868,12024,17234
4752,4752,4752,4752,4752,4752,4752,4752,4752,4760
3948,3948,3948,3948,3948,3948,3948,3267,3672,5209
7788,7788,7788,7788,7788,7788,7788,8064,8064,11112
4200,4200,4200,4200,4200,4200,4200,4200,4200,4679
